12/05/2025 13:54:23.0,20,500.000000E-3,V,SER,Z,ANGLE,,0.000000E+0
12/05/2025 13:54:48.5,20,500.000000E-3,V,SER,Z,ANGLE,4.801803e+007,-46.499470E+0
12/05/2025 13:55:45.6,20,500.000000E-3,V,SER,Z,ANGLE,4.945034e+007,-46.762610E+0
